corpus	endpoint	A	T	P	C	B	D	S	Y	R	F	I	V	L	M	activated_dims
BIAN	BIAN r12|CardClearing|GET /CardClearing/{cardclearingid}/Retrieve	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardClearing|PUT /CardClearing/{cardclearingid}/Capture/{captureid}/Update	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardClearing|GET /CardClearing/{cardclearingid}/Capture/{captureid}/Retrieve	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardClearing|GET /CardClearing/{cardclearingid}/Addressing/{addressingid}/Retrieve	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardClearing|GET /CardClearing/{cardclearingid}/FXConversion/{fxconversionid}/Retrieve	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardClearing|PUT /CardClearing/{cardclearingid}/Fees/{feesid}/Update	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardClearing|GET /CardClearing/{cardclearingid}/Fees/{feesid}/Retrieve	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardClearing|GET /CardClearing/{cardclearingid}/Matching/{matchingid}/Retrieve	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardClearing|GET /CardClearing/{cardclearingid}/Reconciliation/{reconciliationid}/Retrieve	0	1	1	0	0	0	0	0	0	0	0	0	0	0	T,P
BIAN	BIAN r12|CardClearing|GET /CardClearing/{cardclearingid}/Routing/{routingid}/Retrieve	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardCollections|POST /CardCollections/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardCollections|PUT /CardCollections/{cardcollectionsid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardCollections|GET /CardCollections/{cardcollectionsid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardCollections|GET /CardCollections/{cardcollectionsid}/Assignment/{assignmentid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardCollections|GET /CardCollections/{cardcollectionsid}/PaymentTerms/{paymenttermsid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardCollections|POST /CardCollections/{cardcollectionsid}/Payment/Initiate	1	0	0	0	0	0	0	0	0	0	0	0	0	0	A
BIAN	BIAN r12|CardCollections|PUT /CardCollections/{cardcollectionsid}/Payment/{paymentid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardCollections|GET /CardCollections/{cardcollectionsid}/Payment/{paymentid}/Retrieve	1	0	0	0	0	0	0	0	0	0	0	0	0	0	A
BIAN	BIAN r12|CardCollections|PUT /CardCollections/{cardcollectionsid}/Resolution/{resolutionid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardCollections|GET /CardCollections/{cardcollectionsid}/Resolution/{resolutionid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardFinancialSettlement|POST /CardFinancialSettlement/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardFinancialSettlement|PUT /CardFinancialSettlement/{cardfinancialsettlementid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardFinancialSettlement|GET /CardFinancialSettlement/{cardfinancialsettlementid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardFinancialSettlement|PUT /CardFinancialSettlement/{cardfinancialsettlementid}/Consolidation/{consolidationid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardFinancialSettlement|GET /CardFinancialSettlement/{cardfinancialsettlementid}/Consolidation/{consolidationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardFinancialSettlement|PUT /CardFinancialSettlement/{cardfinancialsettlementid}/Processing/{processingid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardFinancialSettlement|GET /CardFinancialSettlement/{cardfinancialsettlementid}/Processing/{processingid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardFinancialSettlement|PUT /CardFinancialSettlement/{cardfinancialsettlementid}/Instruction/{instructionid}/Update	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardFinancialSettlement|GET /CardFinancialSettlement/{cardfinancialsettlementid}/Instruction/{instructionid}/Retrieve	0	0	1	0	0	0	0	0	0	0	0	0	0	0	P
BIAN	BIAN r12|CardFinancialSettlement|PUT /CardFinancialSettlement/{cardfinancialsettlementid}/Payment/{paymentid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardFinancialSettlement|GET /CardFinancialSettlement/{cardfinancialsettlementid}/Payment/{paymentid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardNetworkParticipantFacility|POST /CardNetworkParticipantFacility/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|CardNetworkParticipantFacility|PUT /CardNetworkParticipantFacility/{cardnetworkparticipantfacilityid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|CardNetworkParticipantFacility|GET /CardNetworkParticipantFacility/{cardnetworkparticipantfacilityid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|CardNetworkParticipantFacility|PUT /CardNetworkParticipantFacility/{cardnetworkparticipantfacilityid}/ParticipantAccount/{participantaccountid}/Update	1	1	0	0	0	0	0	0	0	0	0	0	1	0	A,T,L
BIAN	BIAN r12|CardNetworkParticipantFacility|PUT /CardNetworkParticipantFacility/{cardnetworkparticipantfacilityid}/ParticipantAccount/{participantaccountid}/Execute	1	1	0	0	0	0	0	0	0	0	0	0	1	0	A,T,L
BIAN	BIAN r12|CardNetworkParticipantFacility|GET /CardNetworkParticipantFacility/{cardnetworkparticipantfacilityid}/ParticipantAccount/{participantaccountid}/Retrieve	1	1	0	0	0	0	0	0	0	0	0	0	1	0	A,T,L
BIAN	BIAN r12|CardNetworkParticipantFacility|PUT /CardNetworkParticipantFacility/{cardnetworkparticipantfacilityid}/ParticipantService/{participantserviceid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|CardNetworkParticipantFacility|PUT /CardNetworkParticipantFacility/{cardnetworkparticipantfacilityid}/ParticipantService/{participantserviceid}/Execute	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|CardNetworkParticipantFacility|PUT /CardNetworkParticipantFacility/{cardnetworkparticipantfacilityid}/ParticipantService/{participantserviceid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|CardNetworkParticipantFacility|GET /CardNetworkParticipantFacility/{cardnetworkparticipantfacilityid}/ParticipantService/{participantserviceid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	1	0	L
BIAN	BIAN r12|CardTerminalAdministration|POST /CardTerminalAdministration/Provide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalAdministration|PUT /CardTerminalAdministration/{cardterminaladministrationid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalAdministration|GET /CardTerminalAdministration/{cardterminaladministrationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalAdministration|POST /CardTerminalAdministration/{cardterminaladministrationid}/Allocation/Provide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalAdministration|PUT /CardTerminalAdministration/{cardterminaladministrationid}/Allocation/{allocationid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalAdministration|PUT /CardTerminalAdministration/{cardterminaladministrationid}/Allocation/{allocationid}/Capture	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalAdministration|PUT /CardTerminalAdministration/{cardterminaladministrationid}/Allocation/{allocationid}/Grant	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalAdministration|GET /CardTerminalAdministration/{cardterminaladministrationid}/Allocation/{allocationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|POST /CardTerminalOperation/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|PUT /CardTerminalOperation/{cardterminaloperationid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|GET /CardTerminalOperation/{cardterminaloperationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|POST /CardTerminalOperation/{cardterminaloperationid}/Capture/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|PUT /CardTerminalOperation/{cardterminaloperationid}/Capture/{captureid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|PUT /CardTerminalOperation/{cardterminaloperationid}/Capture/{captureid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|GET /CardTerminalOperation/{cardterminaloperationid}/Capture/{captureid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|POST /CardTerminalOperation/{cardterminaloperationid}/Authorization/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|PUT /CardTerminalOperation/{cardterminaloperationid}/Authorization/{authorizationid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|GET /CardTerminalOperation/{cardterminaloperationid}/Authorization/{authorizationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|POST /CardTerminalOperation/{cardterminaloperationid}/Batch/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|PUT /CardTerminalOperation/{cardterminaloperationid}/Batch/{batchid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|PUT /CardTerminalOperation/{cardterminaloperationid}/Batch/{batchid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTerminalOperation|GET /CardTerminalOperation/{cardterminaloperationid}/Batch/{batchid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/Execute	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|POST /CardTransactionCapture/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|GET /CardTransactionCapture/{cardtransactioncaptureid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/TransactionConsolidation/{transactionconsolidationid}/Control	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/TransactionConsolidation/{transactionconsolidationid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/TransactionConsolidation/{transactionconsolidationid}/Execute	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|POST /CardTransactionCapture/{cardtransactioncaptureid}/TransactionAuthorization/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|POST /CardTransactionCapture/{cardtransactioncaptureid}/TransactionCapture/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|POST /CardTransactionCapture/{cardtransactioncaptureid}/TransactionConsolidation/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|POST /CardTransactionCapture/{cardtransactioncaptureid}/TransactionReversal/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|GET /CardTransactionCapture/{cardtransactioncaptureid}/TransactionAuthorization/{transactionauthorizationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|GET /CardTransactionCapture/{cardtransactioncaptureid}/TransactionCapture/{transactioncaptureid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|GET /CardTransactionCapture/{cardtransactioncaptureid}/TransactionConsolidation/{transactionconsolidationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|GET /CardTransactionCapture/{cardtransactioncaptureid}/TransactionReversal/{transactionreversalid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/TransactionAuthorization/{transactionauthorizationid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/TransactionCapture/{transactioncaptureid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/TransactionConsolidation/{transactionconsolidationid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionCapture|PUT /CardTransactionCapture/{cardtransactioncaptureid}/TransactionReversal/{transactionreversalid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardTransactionSwitch|POST /CardTransactionSwitch/Initiate	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T
BIAN	BIAN r12|CardTransactionSwitch|PUT /CardTransactionSwitch/{cardtransactionswitchid}/Update	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T
BIAN	BIAN r12|CardTransactionSwitch|GET /CardTransactionSwitch/{cardtransactionswitchid}/Retrieve	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T
BIAN	BIAN r12|CardTransactionSwitch|POST /CardTransactionSwitch/{cardtransactionswitchid}/TransactionCapture/Initiate	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T
BIAN	BIAN r12|CardTransactionSwitch|GET /CardTransactionSwitch/{cardtransactionswitchid}/TransactionCapture/{transactioncaptureid}/Retrieve	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T
BIAN	BIAN r12|CardTransactionSwitch|POST /CardTransactionSwitch/{cardtransactionswitchid}/TransactionRouting/Initiate	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T
BIAN	BIAN r12|CardTransactionSwitch|GET /CardTransactionSwitch/{cardtransactionswitchid}/TransactionRouting/{transactionroutingid}/Retrieve	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T
BIAN	BIAN r12|CardeCommerceGateway|POST /CardeCommerceGateway/{cardecommercegatewayid}/CardTransaction/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardeCommerceGateway|PUT /CardeCommerceGateway/{cardecommercegatewayid}/CardTransaction/{cardtransactionid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardeCommerceGateway|GET /CardeCommerceGateway/{cardecommercegatewayid}/CardTransaction/{cardtransactionid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardeCommerceGateway|PUT /CardeCommerceGateway/{cardecommercegatewayid}/TransactionBatch/{transactionbatchid}/Update	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T
BIAN	BIAN r12|CardeCommerceGateway|POST /CardeCommerceGateway/{cardecommercegatewayid}/TransactionBatch/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardeCommerceGateway|GET /CardeCommerceGateway/{cardecommercegatewayid}/TransactionBatch/{transactionbatchid}/Retrieve	0	1	0	0	0	0	0	0	0	0	0	0	0	0	T
BIAN	BIAN r12|CardeCommerceGateway|POST /CardeCommerceGateway/{cardecommercegatewayid}/CardAuthentication/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardeCommerceGateway|PUT /CardeCommerceGateway/{cardecommercegatewayid}/CardAuthentication/{cardauthenticationid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardeCommerceGateway|GET /CardeCommerceGateway/{cardecommercegatewayid}/CardAuthentication/{cardauthenticationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardeCommerceGateway|POST /CardeCommerceGateway/{cardecommercegatewayid}/TransactionAuthorization/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardeCommerceGateway|PUT /CardeCommerceGateway/{cardecommercegatewayid}/TransactionAuthorization/{transactionauthorizationid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CardeCommerceGateway|GET /CardeCommerceGateway/{cardecommercegatewayid}/TransactionAuthorization/{transactionauthorizationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/Execute	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|POST /CaseRootCauseAnalysis/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|GET /CaseRootCauseAnalysis/{caserootcauseanalysisid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/CreditandFraudRelatedIssueAnalysis/{creditandfraudrelatedissueanalysisid}/Execute	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/OperationsandServicingIssueAnalysis/{operationsandservicingissueanalysisid}/Execute	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/ProductandServiceIssueAnalysis/{productandserviceissueanalysisid}/Execute	0	0	0	0	0	0	0	0	1	0	0	0	0	0	R
BIAN	BIAN r12|CaseRootCauseAnalysis|POST /CaseRootCauseAnalysis/{caserootcauseanalysisid}/CreditandFraudRelatedIssueAnalysis/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|POST /CaseRootCauseAnalysis/{caserootcauseanalysisid}/OperationsandServicingIssueAnalysis/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|POST /CaseRootCauseAnalysis/{caserootcauseanalysisid}/ProductandServiceIssueAnalysis/Initiate	0	0	0	0	0	0	0	0	1	0	0	0	0	0	R
BIAN	BIAN r12|CaseRootCauseAnalysis|GET /CaseRootCauseAnalysis/{caserootcauseanalysisid}/CreditandFraudRelatedIssueAnalysis/{creditandfraudrelatedissueanalysisid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|GET /CaseRootCauseAnalysis/{caserootcauseanalysisid}/OperationsandServicingIssueAnalysis/{operationsandservicingissueanalysisid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|GET /CaseRootCauseAnalysis/{caserootcauseanalysisid}/ProductandServiceIssueAnalysis/{productandserviceissueanalysisid}/Retrieve	0	0	0	0	0	0	0	0	1	0	0	0	0	0	R
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/CreditandFraudRelatedIssueAnalysis/{creditandfraudrelatedissueanalysisid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/OperationsandServicingIssueAnalysis/{operationsandservicingissueanalysisid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/ProductandServiceIssueAnalysis/{productandserviceissueanalysisid}/Request	0	0	0	0	0	0	0	0	1	0	0	0	0	0	R
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/CreditandFraudRelatedIssueAnalysis/{creditandfraudrelatedissueanalysisid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/OperationsandServicingIssueAnalysis/{operationsandservicingissueanalysisid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CaseRootCauseAnalysis|PUT /CaseRootCauseAnalysis/{caserootcauseanalysisid}/ProductandServiceIssueAnalysis/{productandserviceissueanalysisid}/Update	0	0	0	0	0	0	0	0	1	0	0	0	0	0	R
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/Control	1	0	0	0	0	0	0	0	0	0	0	0	1	0	A,L
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/Exchange	1	0	0	0	0	0	0	0	0	0	0	0	1	0	A,L
BIAN	BIAN r12|CashConcentration|GET /CashConcentration/{cashconcentrationid}/Notify	1	0	0	0	0	0	0	0	0	0	0	0	1	0	A,L
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/Request	1	0	0	0	0	0	0	0	0	0	0	0	1	0	A,L
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/CashConcentrationServiceConfiguration/{cashconcentrationserviceconfigurationid}/Exchange	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/CashPositionMonitoringandTransfer/{cashpositionmonitoringandtransferid}/Exchange	1	0	1	0	0	0	0	0	0	0	0	0	0	0	A,P
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/CashConcentrationServiceConfiguration/{cashconcentrationserviceconfigurationid}/Execute	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/CashPositionMonitoringandTransfer/{cashpositionmonitoringandtransferid}/Execute	1	0	1	0	0	0	0	0	0	0	0	0	0	0	A,P
BIAN	BIAN r12|CashConcentration|POST /CashConcentration/{cashconcentrationid}/CashConcentrationServiceConfiguration/Initiate	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CashConcentration|POST /CashConcentration/{cashconcentrationid}/CashPositionMonitoringandTransfer/Initiate	1	0	1	0	0	0	0	0	0	0	0	0	0	0	A,P
BIAN	BIAN r12|CashConcentration|GET /CashConcentration/{cashconcentrationid}/CashConcentrationServiceConfiguration/{cashconcentrationserviceconfigurationid}/Notify	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CashConcentration|GET /CashConcentration/{cashconcentrationid}/CashPositionMonitoringandTransfer/{cashpositionmonitoringandtransferid}/Notify	1	0	1	0	0	0	0	0	0	0	0	0	0	0	A,P
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/CashConcentrationServiceConfiguration/{cashconcentrationserviceconfigurationid}/Request	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/CashPositionMonitoringandTransfer/{cashpositionmonitoringandtransferid}/Request	1	0	1	0	0	0	0	0	0	0	0	0	0	0	A,P
BIAN	BIAN r12|CashConcentration|GET /CashConcentration/{cashconcentrationid}/CashConcentrationServiceConfiguration/{cashconcentrationserviceconfigurationid}/Retrieve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CashConcentration|GET /CashConcentration/{cashconcentrationid}/CashPositionMonitoringandTransfer/{cashpositionmonitoringandtransferid}/Retrieve	1	0	1	0	0	0	0	0	0	0	0	0	0	0	A,P
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/CashConcentrationServiceConfiguration/{cashconcentrationserviceconfigurationid}/Update	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
BIAN	BIAN r12|CashConcentration|PUT /CashConcentration/{cashconcentrationid}/CashPositionMonitoringandTransfer/{cashpositionmonitoringandtransferid}/Update	1	0	1	0	0	0	0	0	0	0	0	0	0	0	A,P
BIAN	BIAN r12|CashManagementAndAccountServices|POST /CashManagementAndAccountServices/Initiate	1	0	0	0	0	0	0	0	0	0	0	0	0	0	A
BIAN	BIAN r12|CashManagementAndAccountServices|PUT /CashManagementAndAccountServices/{cashmanagementandaccountservicesid}/Update	1	0	0	0	0	0	0	0	0	0	0	0	0	0	A
BIAN	BIAN r12|CashManagementAndAccountServices|GET /CashManagementAndAccountServices/{cashmanagementandaccountservicesid}/Retrieve	1	0	0	0	0	0	0	0	0	0	0	0	0	0	A
